document,label
급속 충전 강추.. 배터리 걱정이 없움..,1
재덕아~~넌 정말 천사같이 잘생겼어!!!^^,1
딘딘이 의외로 잘생겼네 무도에서 보니 못생겼던데.,1
마지막까지 멋있다 전병두 선수!!!!!,1
이런상황도 같이 헤쳐나가서 이뤄내는게 진짜 무한도전인거같다,1
사람보다 낫다. 백배 천배...,1
하나님이 나타나서 기적을 행하셨다.,1
군대 갔다와서 더 멋있어진거 같다,1
국민이 신뢰하며 보고있는 방송..응원합니다,1
엘지 엔씨한테 떨어져도 상관업다 기아전 넥센전 정말 감동이였다 이만큼 감동준 선수 스텝한테 감사한다.,1
최고의 명승부 잘 싸웠습니다 스오?,1
저런 눈빛 가진 남자가 한국에 몇 있을것 같냐. 알랭들롱에 버금가는 눈빛이다.,1
박신혜 이쁘다 ㅎㅎㅎ,1
완전 감동적이네~!,1
수고했어요 자랑스런 나의우상~^^,1
얼굴도 예쁜데 알뜰하니 살림도 잘하던데.. 앞으로 행복하셨으면 좋겠어요,1
익스 이상미 누나 진짜 너무 이뻐요,1
여태까지 아무탈 없이 배송해준 기사님들 감사합니다,1
박보검 너무 좋고 구르미그린달빛 너무 재미있어요,1
아쉽지만 좋은노래로 다시 만나요 ?,1
방송으로 봐도 참 착한 청년같다 이런 사람들이 더 잘돼야지~,1
우리 쓰까형님 조근조근 카리스마 정말 멋지십디다,1
존경해요 항상ㅋ,1
오바마는 멋진 대통령이네,1
목 핏줄이 어떻게 연기를 하지? 어제 진짜 깜놀했다요.대단해요~~,1
세단어 노래 정말 감동이에요. 꽃길만 걷자구요~~^^,1
"애국지사의 죽음이 헛되지 않도록, 남은 애국국민들은 목숨걸고 대한민국 지키겠습니다 !!",1
김사부 정체 알기 전후 유연석 눈빛이 확 달라지는데 감정연기 섬세하게 잘 하더라,1
엘지가 독립군 지원한회사 였다는게 왠지 어울린다.... 엘지 흥해라..,1
기사를 깔끔하게 요점정리를 잘해서 쓰셨네요~ㅎㅎ,1
수아레즈의 리버풀을 모두의 리버풀로 만든 클롭은 명장입니다.,1
Day day는 진짜 노래 너무 좋음,1
힘내세요~어릴때부터 팬입니다!!!,1
아주 잘했구먼...,1
이세돌의 위엄......,1
ㅁㅊ 개잘생겼어,1
박영수 특검 사람 참 믿음직하구만그래 ㅎㅎ,1
바리깡으로 미는 사진 보니 원빈이 얼마나 잘생긴건지 알 수 있네요...,1
광희 빅뱅특집 열일했지 인정!!,1
구조 하느라 수고 많으셨어요 ^^,1
진짜 명경기였어요 보면서 탄성이 나왔네요 그리고 버티는게 크,1
해떳습니다.사진찍어보여주고싶네요,1
승짱은 대단합니다..,1
역시 천상 골키퍼 브라보!,1
정말 국가의 영웅이다 이정도면 대접해줘도 된다고 생각한다,1
영화스토리같다ㅠㅠㅠㅠ,1
이강인 대단하다 ㅇㅇㅇㅇㅇㅇ,1
멋지다 괴연 세계최고 선진국이다,1
유재석 대상수상소감 너무 감동적이었다..ㅠ,1
두환이 ㄹㅇ 상황판단 지렸다리 오졌다리~~~,1
멋지다 광주경찰 같은민족입니다 우리가 살고있는 민주주의의 시작은 전라도가 아니었을까요?,1
지금은 조금 늙으셨지만 예전에 영화 나왔을때 진짜 대박이였지.,1
한국인이란게 자랑스러운게 이번이 처음,1
손석희씨가 존경스럽다!!,1
이민호 눈빛 너무 좋음,1
알고보면 정말 훈훈남,1
와 눈썰미!!! 멋지세요 의인이시네요^^,1
오바마 대통령은 끝까지 멋있네,1
마리..너무 귀여운 악녀였어요. 임세미씨 앞으로 응원할게요~!,1
역시갓수근,1
진짜 댄스만 잘하는게 아님..ㅠ다른 상대랑 붙었다면 2라운드도 생각해볼수 있었는데 아쉽네..ㅠ그래도 정말 잘함!,1
정말 아름답고 감동적인 사연입니다,1
종석이 ㅠㅠ 강철 진짜 사랑해요,1
"영화의 한장면 같네요,,정말 축하합니다~~^^",1
보검이 얼굴이 국민드라마다!,1
삼척동자도 다아는 일에 이런얘기를 할수있는 나라가 민주주의 나라 밎구나,1
솔직히 이런 상황에서 안정적으로 착륙하는 기장님들이 대단하다고 느껴진다..,1
오늘 드디어!!! 홧팅!! 1위 꽃길 예약!!!젝키짱!!!,1
원래 연기 잘하죠!,1
내가살면서 영화 같은거 극장에서 2번본거 인터스텔라밖에없음...진짜명작임,1
내 생일 선물인가바,1
니가 합류한 이상 이미 강팀이다. 대호야!~,1
폐지만하지마요 런닝맨 멤버들 케미보는맛에 봤는데 본방은 못봐도 재방은 꼭보는 방송,1
차라리 한솥에서 돈치마요를 사먹여도 저것보다 싸고 맛있다,1
딘딘 얘는 계속 호감인듯,1
차인표 라미란 케스팅 진짜진짜 신의 한수~~!!!,1
ㄱㅊ 엠마왓슨 개이쁨,1
시민의 수준이 훨씬 높네,1
첼시는 역시 최고야!,1
영지 너무 귀엽다 ㅋㅋㅋ,1
피가되고 살이되는 야신의 말씀........,1
공유!!! 연기신!!!,1
패널티 맞다 무조건~ 그리고 이번경기 기성용 잘한편이였다,1
그래 한혜진은 아무도 대체 할수 없음 그녀만의 아우라 있음,1
진짜 눈빛 하나로 모든 감정을 표현하고 전달하는 배우십니다~어젠 보면서 같이 울었습니다 다들 연기 너무 잘하십니다,1
손흥민 처럼만 해라 ㅎ,1
금발머리 포수시절때 참 좋아했는데,1
마동석씨 할말이 없게 만들정도로 멋찌고 훌륭한 연기에 박수를 보냅니다,1
이열ㅋㅋ역시였군ㅋㅋ행복하세요~,1
유재석님 너무 축하드려요!!!,1
캬 욕 철지게 터트려주네,1
저사진도 드라마한장면같다ㅋㅋㅋ하. ..,1
외모도 착하지만 맘씨도 착하군요!!ㅠㅠ,1
지하철타고다니고. .귀여워 스타병도 없나봐,1
세상 에서 가장 멋있다,1
강정호 클라스ㄷㄷㄷ,1
노래도 뮤비도 퀄 ㅎㄷㄷ 조이 진짜 예쁘고 노래도 잘하는구나,1
조종사 능력 대단 하다!!!!,1
이동욱 넘 귀엽고 연기도 짱 잘하네요~,1
그냥 꽃길만 쭉 걷자 ㅜㅜㅜㅜ 우리 앙순이들???,1
코스타는 월클이다,1
투표 도와주신 원스분들 감사합니다.,1
에바그린은 신의 뜻입니다.,1
용기있는 래퍼,1
멋쟁이네 김광호 아저씨 !,1
오 역시 월클 지성팍 ^^,1
긍정적 에너지 넘쳐서 좋다 딘딘~^^,1
비와외로움 듣고 팬티갈아입었다... 간만에 눈물나는 고음이었다..,1
역시...장꾸준!대박입니당!^^♡,1
슬리피가 진정한 프로다,1
얼굴도예쁘고연기도잘하고다좋아요~♡,1
충분히 훌륭합니다!!,1
JTBC 진심쩐다.... 권력에 맞서네!,1
진짜너무 너무 멋있다!!!!짱,1
감동주는 촛불광장이추운날씨에 대단하신국민들!!,1
민주주의 대통령은 이래야한다~~~,1
잘한다. 특검 최고!!!!!!!!!!♡♡♡♡♡,1
역시 원더걸스 레전드네,1
신화 정말 멋있네요!!,1
구글은 진짜 세계최고의 기업이다.,1
훌륭하십니다. 행복하세요.,1
트리진짜 너무 이쁨 ㅋㅋㅋㅋ,1
똑똑똑..오랜만에 이쁜 느낌으로 기사다운 기사를 쓰는 기자아저씨 만났네..,1
아직 우리나라는 살만 하구나.,1
심지어 작가도 아름답구나,1
브리짓 꿀잼임!!!,1
장시간 운전하는 것도 힘든데~당신들 같은 분이 계셔서 우리 아이들에게 미래가 있습니다.멋지네요~,1
역시 믿고 보는 정동하 무대였음,1
그래도 상을 받아서가 아니라 우리의 오묘한 문맥과 정서를 이해한단 자체가 대단 합니다.,1
멋있는분이시네... 존경합니다,1
안구정화하고싶은분 꼭 보세요ㅎㅎ,1
감동 그 자체...,1
제인구달인줄 알았네요 감동적이예요,1
조정석 너무 좋다!!!!!앞으로도 응원할게요~,1
넘나 자상하고 요리도 잘하네요,1
참 우리 국민들 착하고 또 착하다,1
흑흑 수고들 하셨습니다 감사합니다ㅠㅠ,1
사장님 존경합니다,1
왜 잘생겨보이지? 대접받을 충분한 자격되십니당~ 항상응원해요~,1
정채연 너무 예쁘다 ㅜㅜ,1
속부터 끝까지 멋진 리더 ~ 부럽다 ^^,1
우리도 하나의 한국!!,1
모처럼 시원한 사이다 소식....^^박영수 특검님 .....화이팅!!!!!!,1
금비가 더 잼있더구만 영온공주 너무 예쁨,1
우와 대단한 선택하셨습니다. 존경합니다!,1
서인국 연기 참 디테일하게 잘해 표정연기 최고다 남지현 복시리랑 오래오래 행복해라,1
항상 응원하고 있습니다~~^^,1
감동주는 깊은연기 대상감!!충분합니다 앞으로도 좋은연기 부탁요 축하합니다,1
내년에도 하십니까? 감사합니다.,1
머찌다!!!!상남자 아이가~!!!,1
똥고집 하나는 인정!!!!!!,1
트럼프 만세!!!!!잘한다 트럼프!!♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,1
환희가왕 클래스 ㄷㄷ,1
"코좀 화보 미쳤다 와 .,",1
강한나 존예 ㅜㅜㅜㅜ,1
갓세정.... 대단하다!!,1
엑소랑 유재석 콜라보라니 기대만땅!!!!,1
축하하고 역시내오빠들,1
퇴진 100만 함성소리에 전율이 느껴졌다~~,1
묵묵히 자기의 소명과 사명을 다하신민주화의 성지 경찰관님들 존경합니다,1
근데 참 잘생겼다,1
김혜수 is 뭔들!!^^♡,1
김종민 진짜 착한 사람인듯,1
가장 좋아하는선수중 한명 제라드선수 항상 응원할게요,1
와 이쁘다!,1
대박이다 그냥ㅠㅠㅠㅠ,1
키퍼 세이브장면이 젤멋있네,1
정말 카멜레온처럼 다양한 매력을 선보이고 있어서 박보검 참 좋다.,1
구치소도완전장악!!!!실력있네!!!!!,1
북한놈들때문에 보초서고 있는 군인들 한테 고맙다.,1
강승윤 기대합니다^^♡~~~,1
아씨 지맘대로 잘뻣고 잘생겼네 아휴 흥,1
진심 종이 틀려도 당신은 존경한다...진심으로,1
애기가 말두 넘 똘똘하게 잘하구 독보적인 캐릭터인거같아요ㅠㅠ넘귀욥당ㅠ,1
정말 인생을 멋지게 사시는 분입니다.,1
같이 사회보는 장근석한테도 막던지던데 그분위기에 안정적으로 대처하는 장근석이 진짜 프로였다.,1
결론은얘기가재미있어야한다는거지~김은숙짱~ㅋ,1
진정아빠다ㅠ 진정한 아빠,1
와..표정들이 다 순수해..,1
청문회하면서 오랫만에 사람다운사람보니 반갑네,1
신화 무대 레전드였다!!!!!!!!,1
이은미씨 애국가 울컥하네요,1
차두리 고마워~~~~~,1
부산시민 여러분 훌륭하십니다!!!쵝오!!,1
몇년 몇십년후 노래를 들으면 아.. 하고 떠오를 그런 그륩,1
챔스에서 30골도 대단하네..ㄷ..ㄷ..,1
쓸데없는 말보다 행동으로 보여주는 대통령 멋지다,1
팁형은 진짜메이저도씹어먹는구아,1
500살 넘는것도 있답니다. 정말 대단한거 같아요.,1
넘 감동적이라 두번 봤어요,1
" 정치 욜라 잘해서 경기가 활성화 된다는 기사도 보고 싶고, 진짜 일꾼처럼 지역위해 힘쓰는 국회의원 칭찬하는 훈훈한 기사도 함 보고 싶다...ㅠㅠ",1
이세영 노래 진짜 잘한다,1
당신은 영웅입니다 영원히 ~~,1
 박보검 얼굴에 홀린듯 한시간이 지나갔음,1
 그냥 커쇼는 어디서뛰든 잘던지는거다.,1
 지가 한 말도 지키는 놈이다.,1
아이유 잘하고있어요...!!,1
오늘 ㄹㅇ MOM 진짜 감동먹음ㅠㅠㅠ,1
 응원온 3만짱깨들은 아마 기분좋게 돌아갈듯,1
메르켈 대단해요^^,1
너무 잘 어울려요..^^~~ 축하합니다,1
박끄네씨! 고맙습니다.,1
우와 아베멋있다.,1
우와 주원 대박..!,1
따뜻한 휴먼메디컬~,1
류준열 정말 연기 좋으시더라구요,1
 참 감동적인 장면이다,1
잘생기긴 했지 ㅡ 화면에 몰입하게 하는 얼굴 눈빛 ㅡ좋아,1
 어도비에서 포토샵 만드는 프로그래머 같은 사람이 진짜 장인이지.,1
 진정 최고 이십니다,1
신지님이 스승이라해주며 따뜻함이 느껴지는 사람 김종민씨 축하드립니다.^^,1
 내가 편하게 집에 있으면 배달해주시는 고마운 분들이신데..,1
유승민 기캐 졸예ㅠㅠㅠㅠ♡,1
강하늘 사람이 참 선해보여..,1
 금번사태에 많은 걱정 감사드립니다,1
축하합니다.,1
부커티에게 이 영광을 바칩니다.,1
가사를 보면 센스가 돋보임,1
 삼고초려 끝에 오케이해준 에릭 진짜ㅜㅜㅜㅜㅜ 완전 좋다!!,1
 집회에 참가하신 모든 분들께 죄송하고 감사합니다.,1
 한때 구설수도많았지만 두분 정말 응원합니다.,1
젊은 보수들 강연하는데 보니 아주 똑소리 나더라..,1
연기들이 개쩔어요,1
찬헌아 첫승 축하해 ㅎㅎ,1
MC민지 올해 열일 한거 팬들이면 다알지요!!,1
엠비씨 사랑합니다♡♡♡♡꺄,1
와..대단하다.,1
 딱히 팬도 아니고 좋아했던 사람도 아니지만용서라는 프로그램 봤을때 진심이 느껴졌고 어머님한테 잘하시길 바랍니다,1
오우!!! 대다나다!1,1
5년연속우승의 주역들...,1
어제 다녀왔는데 진짜 서로 나서서 쓰레기 치우는모습 너무 감동이었습니다,1
 설아 수아 대박이 너무 귀여워 ㅋㅋㅋㅋㅋㅋㅋ,1
우리 국민들의 위대함에 가슴 벅찹니다!,1
고객들에게 빨리 배송하기위해 고생하는 택배기사님들 정말 고마운분들이다,1
배역이 너무 사랑스러웠다,1
오래된 회차들도 다 기억이나네.,1
 지금까지 노력해 줘서 고마워요.,1
 진짜 주원은 여러모로 참 생각있는 배우인거같네..,1
 시민들이 지치지 않고 계속 싸우면 이룰 수도 있지 않을까 싶기도 하는 희망이 조금은 보이는 것 같다 요즘은,1
우리나라는 유저가 대단한거지..,1
이런 훈훈한 기사...,1
 정식음반은 아니지만ost참여 한다니 넘나 좋네요,1
 현재 영국은 축제의 장입니다.,1
무도가 참 좋은일 많이하네..,1
무도 진자 대단하다,1
 진짜 훈훈하다,1
넘 이쁘구만요~~♡,1
대박드라마 할말이없다...,1
 오늘은 하늘이 맑아 감사한 하루.,1
고생 많으셨습니다~~,1
두분 영화 기대되네요~^^,1
촛불이.. 별빛보다 아름답네..,1
이런분들이 많아야대한민국이 삽니다~,1
" 북한이 핵포기하면 사드를 철거하는 방향으로 아., 멋져",1
와 투수 정말 잘하더라..,1
염병하는 것들 잡는 대한민국 어머니들!,1
메시는 역사를 쓰는구나,1
특검 진짜 열일한다,1
연기가 진짜 예술이었어요,1
 흥행과 상관없이 손예진 연기는 최고였다,1
ㅋ 대통령이 가방 들때 부터 웃겼다.,1
 멋지다ㅜㅜㅜㅠㅜㅡ,1
윤계상 연기가 점점 훌륭?멋집니다?,1
태극기 물결이 감격입니다.,1
신화창조가 이렇게 대단합니다 ^^,1
공유님 보는 낙에 사는 1인,1
내가 화장한 얼굴보다 훨씬 몇천배는 이쁘더라..ㄹㅇ하얗고 피부 좋아ㅠㅠㅠ너무 이뻐,1
 김은숙작가때문에 도깨비를 봤는데 정말 공유 멋내지 않으면서도 슬픔과 기쁨을 표현하더라.,1
훌륭한 판사님 이십니다.,1
둘다 연기 잘해용~~^^♡,1
이게 얼마나 감격스러운건데 ㅠㅠ,1
털많은 귀여운애라 그래도 이쁘고 귀엽지 ㅋㅋㅋㅋㅋ,1
정말 감동했음..0,1
수술이 끝나고 면회를 갔는데제 손을 꼭꼭 잡아주셨어요..,1
아침에 영어유치원으로 등원하는 아이들 모습~진짜 귀엽죠?,1
 캬 멋지다,1
괜히 몸매 종결자가 아니네요,1
 몸매가 약간 탄력이있으면서 슬림한게 스펙이 대단하네요..,1
아주안된다고하면 진짜방법없는거지만서도여튼 오늘하루종일 고마워..,1
진심으로 고마워^^,1
신민아 요즘 너무 예뻐서 신민아 나오는영화 다봤는데 존내 예쁘네 ㅠㅠ0,1
" ""제겐, 또 하나의 영감을 얻는 시간 이었어요.",1
혹해서 한번 사봤네요ㅋㅋㅋ,1
"여러분, 늘 감사합니다.",1
 예뻐졌다,1
 방향이 같고 야자도 같이 해서저 잘 챙겨줘요,1
아안녕하세요 ^.^,1
 아 계란프라이 해서 같이먹어야징~야무지게먹어야지~0,1
저에게 메일 주신 모든 분들 응원할게요!,1
나도 니네 너무너무너무 궁금해다들 너무 대단해서!,1
"얼굴도 모르는 사람의 글에 답변달아주신 형님,누나,동생분들 고맙고 항상  복 받으세요...",1
언제나 즐거움과 가벼움?을 가져주었던 무한도전이  오늘은 참 감동+을 주어서 더욱 좋았던거 같아요..ㅠㅠ,1
    연아 선수는 역시 최고 입니다 ㅋㅋㅋ,1
 세븐틴이 월드투어를 한다니 그 동안 정말 많이 성장한 것 같아서 캐럿으로서 뿌듯하고 자랑스러워요,1
정말  대단하세요.,1
 크리스마스브이앱은 역대급 꿀잼이였다????,1
 오늘아침부터 도쿄사진보내주는 오빠야 맘씨에 감동했구-♡,1
그래도 너무 멋지드라아라앙♡,1
왜냐면 우리들이 믿는만큼 오빠도 스스로를 믿으실테니까요.,1
아 오늘 연아 선수 넘 멋있었어여..,1
  선수들중에서 제일 가슴에 남고 최고의 연기를 선보였던 연아언니..!!,1
수능을 잘 보든 못보든 막냉이 정한이오빠 애기 찬오빠가 성인이 다 되어가니 감격..,1
연아 선수때문에 정말 감동적인 며칠을 보냈어요,1
좋은 음악 만들어주고 불러줘서 고마워 ♥,1
 정말 잘생겻더라구여...,1
 수비도 그렇게 흠 잡을 데는 없는 것 같고뱅규형 짱 !!!,1
무 적 엘 지 캐 넌 히 터 김 재 현 !,1
연아양 정말 너무나 아름답고 가슴 뭉클하고 ....,1
 트윗 지금 봤는데 넘 예뻐..,1
 진짜 보컬팀 어제 라이브 레전드 였어요!!,1
 넘 감격적이었구여...,1
음식의 맛은 물론음식에 들어있는 히스토리까지알려 주시는 선생님의 박식 하심!!,1
 깜깜한 암흑의 공간인줄 알았는데 빛나는 수많은 별들이 반짝거리고 있더라고요.,1
 오빠가 있었던 곳이라니..ㅠㅠ,1
이번에 정말 수고햇어욤 ㅎㅎ,1
넘 멋진 우리의 LG 선수...,1
  너무너무너무너무너무너무 이쁘셨다는말밖에는..ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
재현빠 화이팅!!!,1
멋있다!!!!!,1
어른스런 모습 언제나 자랑스러워요,1
나날이 발전하는 너무 예쁜 연아양!,1
제가 감히 생각해보건데 형의 장점은 ...우선 타격에서 그 타고난 감각으로 안타를 정말 잘 치는 것같아요...,1
막판에 유느님 활약도 멋있었어요,1
 트랙리스트 진짜ㅠㅠㅠㅠ,1
예쁜 모습만 보여줘서 너무 고마워요!!!,1
 저희 담임선생님이신데 운명인가봐요,1
재밌게 잘 보고 있습니다.,1
  힘들때마다 전세계의 수많은 팬들이 뒤에서 지지하고 기다리고 있다는거 생각하면서  잘 견뎌내줬으면 좋겠어요.,1
"역대 최고 점수, 쇼트 1위..",1
박수를 보냅니다..,1
 빨리 보고싶어요!!!,1
많은 것을 느끼게 해주는 글이랍니다..,1
  갈수록 예뻐지는 언니가 무지 부러워요.,1
남친이 항상 내가 첫사랑이자 끝사랑이라고 늘 노래를 불렀음 ㅋㅋ,1
오늘?공개한 1차 모션 포스터를 보니이건 꼭 봐야한다는 사명감이 든다ㅠㅠ,1
요즘은 호기심이 워낙 많아 그런지 물티슈만 쥐어줘도 정말 잘노네요 ㅋㅋ,1
많이 배우고 존경합니다.,1
 피겨 스케이트를 처음 봤음에도 불구하고 참 아름다워 보였어요.,1
 남을 배려하는 재석오빠의 따뜻한 마음에..,1
 마지막에 울컥할뻔ㅠㅠ,1
은퇴를 생각해야 하는 나이가가까와오는 이땅의 가장들에게늘 희망을 주고 계심에 항상 감사드립니다,1
"  동작 하나 하나가 예사롭지 않았고, 그와 같은 아름다운  동작을 표현하기위해선 수많은 반복된 연습을 했을게다.",1
그리고 마음이 우러나오는 스케이트라고 연아양의 마음을 스케이트에서 느낄수 있다는게 신기하네요..,1
남자들만 계시다가 남녀가 계시니 색다르게 보였고유느님과 김제동 씨랑 호흡에 감탄 했습니다,1
" 너무 조급해 하지 말고,선수들은 차근차근 연습으로 준비하고 팬들은 변치 않는 열성으로 뜨겁게 응원하면 V3는 우리의 것이 될 것입니다...",1
그리고 lp종달새의 비상 너무너무 예뻤어요~,1
연아선수 아이스쇼 감상잘했고요,1
저는 집이 강원도라서 야구장에 갈 기회가 없어서 안타까웠는데 이렇게 봐서 좋아요.,1
첨에 요리프로나오시고 쉽고 간단하게 하시는거 보고와~~,1
    멀리서 응원해요...,1
 쉬우면서도 여러가지하나하나 도전해볼렵니다.,1
정말 최고였어요...,1
 아직도 1위영상을 보면 눈물한바가지는 흘려요ㅠㅜ,1
멋지세요~,1
 이쁘고 섹쉬하기 까지 합니다.,1
무엇을 하든....언제까지나 연아선수를 마음으로 응원할게요!,1
골든벨에서도 대박!!,1
백선생님의 여유가 너무 좋고 박식함에 탄복합니다.,1
오늘 무한도전 본방 잘 봤어요 ㅎㅎ!!!,1
카메라 앞이라 좋은 모습만 보이려 전전 긍긍하는 연예인들과는 달리어쩜 솔직하고 꾸밈없는 있는 그대로의 방송모습  정말 멋지십니다^^~,1
언제나 쉽고 맛난 레시피 알려주셔서 감사합니다 ㅎㅎ,1
솔직히 무한도전을 보고나서 연아누나 팬이 되었어요~,1
 3할을 훨씬 넘는 깔끔한 타격에 인상적인 수비...,1
재석 오빠 진짜루 멋진 사람이에요!!,1
이번 SP 007과 LP 거쉰보면서 정말 완벽한 모습에 다시한번 감탄했어요.,1
  차기 국민MC 형돈이 화이팅~,1
티비에서 소개된 이전부터 김연아 선수에게 관심을 가졌는데 역시 대단한 성과 이후매스컴에서 난리군요.,1
요리만큼 아내분도 사랑하시는 마음이 느껴져서 정말 좋아요!!,1
요리초보에게 가슴에 와 닿는 요리법입니다!,1
그러게요.모든 댓글 감사합니다.,1
 드뎌 면접보러가요 ㅠㅠㅠㅠㅠㅠㅠㅠ,1
" 이땅에모든 부모님, 존경하고 사랑합니다.-",1
그럼 안녕히계세요^^,1
 근데 비록 엘쥐는 아니지만 손혁선수를 볼수 있다는 것이 너무 반가워요...,1
지현이형 저는 형의 플레이를 좋아하는 김준용이에요.,1
 해먹어보니 맛은 짱이구요~,1
너무너무 이쁘고 자랑스럽네요....,1
아 감동..ㅠㅠ,1
오늘 서가대 본상 정말 뿌듯했습니다ㅠㅠ,1
 두분의 사랑이 넘 보기 좋네요~~~~^^,1
오늘 음색 짱 이였어요...,1
 백주부님 덕분에 요리가 쉬워지고 맛있어졌어요,1
대박한 앨범인 것 같아요ㅠㅠ,1
    김연아님 진심으로 축하합니다. ^^,1
최고 이십니다 !!,1
많은 사람들의 도움도 있었겠으나영계백숙 무대를 위해 몸과 맘이 얼마나 힘들었을까요..,1
         온 국민이 연아양의 아름답고 멋진 연기를 바라보며    불황인 지금 현실에서 희망을 안아 봅니다.,1
늘~ 감동을 주는 경기 잘보고 있습니다...,1
오늘도 연아선수의 경기를 보며 혼자 울컥 눈물을 흘립니다..,1
특히 마지막에 연아선수가 눈을 질끔 감았을때 연아양 고생이나 한이미스사이공의 음악과 혼연일체 된듯 해서 이제껏 그 어떤 프로그램보다 더 감동적이었어요,1
그저 건강하게 마음껏 소치의 경기장에서 잘 마감하시길...,1
오늘 연예대상 보면서 정말 마음 졸였는데...,1
존경스럽끼까지한 선수.,1
어쩜 요리를 그리 쉽게 잘 가르치시는지 부럽네요.,1
대박나세요~~~^^,1
백주부님..집밥에서 짜장면보고 감동했어요.,1
"All 방송에는  유재석님이 지만,            Real 방송은  정형돈님이 정말 최고입니다.",1
쭉응원할께여 ㅋㅋㅋ,1
 진짜로 오빠들이 자체작이라는 말에 저는 이끌려 오빠들 매력에 푹 빠졌죠,1
  이젠 프리곡이 더 멋지네요...,1
 정말 준비 마니 하시는 것 같아요.,1
오늘 정말 한눈에 반할 정도로 이뻤어요~~,1
 700일동안 화려한 팀워크와 자체발광하는 아름다운 노래.,1
 그리고 벽타고 내려오실때 겁없이 내려오실때 너무 멋지셨어요!,1
금방 사라지고 마는 스타들이 많은 우리 프로야구계에서 아저씨야말로 지존입니다.,1
정말 대단합니다.,1
보컬팀의 리더이자 세븐틴 노래의 프로듀싱을 맡고있는 우(리)지(훈이)!!,1
함께 울고 웃던그 시간 속하나가 된 우리푸른 그라운드를 달린다.,1
유재석 오라버니 카페 회원님 무슨애기 할지 모르겠네요,1
  이제 연아양의 perfomance가 막을 내리기 전에 이 곡을 배경으로 연아양의 연기를 꼭 보고 싶네요.,1
"  아무튼 연아 선수, 대단해요.",1
특히유지현선수의멋진수비....,1
도니오빠도 하는 일들 모두 실타래 처럼 잘 풀렸음해요^^,1
청하 솔로로 ost도 낸다던데 다재다능하다 진짜,1
jtbc.. 대한민국의 희망입니다,1
최순실이 구속되니 이제야 나라가 돌아가는구나,1
한마디로 멋있으십니다,1
유재석 의 도전 대단하다..,1
잘했다!!!!!!!!!!!!,1
연기지들 모두 짱이다,1
스페셜~~ 봐도 봐도 또보고 싶음~~♡,1
크~진짜 훌륭한 작품일세~~~~,1
차우찬이 진짜 개승리자다 시기가 천운이네,1
직가님 진찌 배우신분ㅜㅜㅜㅜㅜ원년멤버 그대로가야 의미가 있다는 말에 전적으로 동의합니다ㅜㅜㅜ,1
우와 최민용씨 다리기네요 .비율이 좋네용,1
한마디한마디 다 가슴에ㅣ 와 닿는다정말 부럽네요,1
"어쩌다 졌는데 , 이쁜외모에 투기 ,의지 ,견지 ,능력을 보여줘서 조자룡을 연상케, 가슴에 애기안고 조군의 적진을 난타하며 뚫고 나오는 조자룡 같아!",1
마음을 울린 드라마,1
이진욱 별로 안좋아했는데 이번 사건으로 호감생겼다. 화난얼굴 존잘이드라.,1
민노총 시위보고 시위란게 무조건 폭력이 동반되는줄 알았네요..그래서 시위근처 가지도 않았구요..그러나 이번 촛불집회보니 평화시위로도 우리의견 충분히 표출할수 있겠네요..저도 참여하겠습니다..,1
인성에 반해 팬이 되었지만 진짜 배울점도 좋은점이 끝도없이 많은 진짜 멋진 오빠~♡♡♡,1
강참치형 오지게 잘생겼다,1
셋다 진짜 기가 막히게 이쁘긴 하다..,1
주위를 환하게 만드는 박보검 능력~~,1
김태리는 이뿌건 당연한데 묘한 분위기가 있음~~,1
아 진짜 너무 멋지고 존경스러운 분,1
춤추고 노래하는 고지용씨보다 자기일 멋지게 하며 큰 포부갖고 있는것도 보기좋고 멋지시네요~~,1
연예인으로 살다가 일반인으로 돌아가서 사는 것도 힘든데 자기 사업까지 성공한 거 보면 정말 대단하다,1
구설수와 사건사고많은 연예판에서 살아남은거 보면 참대단한사람인거같다,1
역시 JTBC 제목 잘 뽑네,1
에릭의 요리는 힐링이다~♥,1
아틀레티코 나시오날팀의 배려도 감사하네요,1
개인적으로 8:45 heaven 젤 좋았음 초명곡 ㄷㄷ,1
4.19 5.18 6월항쟁 덕분이지.,1
너무나 착한 마석고 학생들.. 복받을 거예요. *^^*,1
말도 잘 하고 얼굴도 예쁘고 못하는게 없는 유정이,1
특검을. 믿습니다. 화이팅,1
"추운날씨에 진압하신 경찰들도,집회에 참석한 시민들도 고생이 많으셨습니다~~~",1
역시 그알 진행할인물이다.♡♡,1
63번버스 매일타는데 다른기사님들보다 참 젊은기사분이라고 생각했었는데 멋지시기까지 하네요!!,1
반페르시 골들은 진짜 멋있게넣네,1
와우ㅡ추카해용^^,1
저승으로 가는 사람들 사연 다 슬프고 감동적이다ㅠ,1
박보검 눈물의 최우수상 같이 울었네요~축하해요 보검이도 송중기도요~♡,1
이민호 눈빛연기 감정연기 개잘함,1
불졍애청자로같은년배의시청자로두분꼭한방에서한이불덮으면백년해로하길^~^,1
비난은 많이 받은 한해였지만 그래도 야구에 대한 열정 은 인정한다.,1
그래도 로우지 총총걸음 기엽자낭,1
